index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
232,Data Scientist,$63K-$105K (Glassdoor est.),4.3,"SMC 3
4.3","Louisville, KY","Peachtree City, GA",51 - 200 ,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,63,105,84,SMC 3,KY,86,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
233,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),4.7,"Systems Evolution Inc.
4.7","New York, NY","Cincinnati, OH",201 - 500 ,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,91,138,114.5,Systems Evolution Inc.,NY,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,M
234,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100,190,145,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
235,Data Engineer,$62K-$114K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,62,114,88,Eventbrite,TN,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
236,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),4.1,"Centro
4.1","Chicago, IL","Chicago, IL",501 - 1000 ,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,0,71,129,100,Centro,IL,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
237,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43,80,61.5,National Student Clearinghouse,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
238,Data Scientist,$74K-$119K (Glassdoor est.),2.5,"comScore
2.5","Portland, OR","Reston, VA",1001 - 5000 ,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",0,0,74,119,96.5,comScore,OR,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
239,Survey Data Analyst,$55K-$97K (Glassdoor est.),4.2,"SullivanCotter
4.2","Minneapolis, MN","Chicago, IL",201 - 500 ,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,55,97,76,SullivanCotter,MN,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
240,Data Scientist,$15K-$16K(Employer est.),3.9,"NPD
3.9","Port Washington, NY","Port Washington, NY",1001 - 5000 ,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,15,16,15.5,NPD,NY,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
241,Data Scientist,$61K-$106K (Glassdoor est.),4.3,"Bakery Agency
4.3","Austin, TX","Austin, TX",Jan-50,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,61,106,83.5,Bakery Agency,TX,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,data scientist,na,na
242,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,91,149,120,State of Wisconsin Investment Board,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
243,Data Scientist,$127K-$199K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,127,199,163,Genentech,CA,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
244,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI",501 - 1000 ,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,74,126,100,Blue Cross & Blue Shield of Rhode Island,RI,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
245,Research Scientist,$33K-$72K (Glassdoor est.),3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE",1001 - 5000 ,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33,72,52.5,Boys Town,NE,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
246,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,35,49,42,Tower Health,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
247,Junior Data Analyst,$37K-$63K (Glassdoor est.),3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC",501 - 1000 ,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,37,63,50,The HSC Health Care System,DC,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,jr,M
248,SQL Data Engineer,$67K-$119K (Glassdoor est.),3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA",201 - 500 ,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,67,119,93,Pro-Sphere Tek,TX,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,M
249,Data Scientist,$72K-$117K (Glassdoor est.),3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 - 5000 ,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,0,0,72,117,94.5,Ameritas Life Insurance Corp,OH,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
250,Senior Data Scientist,$116K-$185K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,185,150.5,Autodesk,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P
251,Data Scientist,$78K-$126K (Glassdoor est.),3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 - 5000 ,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",0,0,78,126,102,Genworth,NC,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,data scientist,na,M
252,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,42,82,62,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
253,Analytics Manager,$59K-$116K (Glassdoor est.),4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,59,116,87.5,OneMagnify,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
254,Clinical Data Scientist,$63K-$105K (Glassdoor est.),4,"Pfizer
4.0","Groton, CT","New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84,Pfizer,CT,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
255,Data Scientist,$109K-$177K (Glassdoor est.),4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143,Novetta,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
256,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,116,194,155,"Numeric, LLC",PA,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,M
257,Data Engineer,$48K-$95K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48,95,71.5,IZEA,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
258,Data Scientist,$83K-$133K (Glassdoor est.),3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 - 200 ,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,83,133,108,Trace Data,CA,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,data scientist,na,M
259,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105,198,151.5,Takeda Pharmaceuticals,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
260,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,0,0,31,72,51.5,Vionic Group,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na
261,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98,182,140,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
262,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,55,100,77.5,Dodge Data & Analytics,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
263,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID",501 - 1000 ,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,45,82,63.5,Clearwater Analytics,ID,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
264,Data Scientist,$83K-$135K (Glassdoor est.),4,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA",Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,83,135,109,"Tekvalley, Corp.",CA,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
265,Data Scientist,$70K-$122K (Glassdoor est.),3.5,"BWX Technologies
3.5","Oak Ridge, TN","Lynchburg, VA",5001 - 10000 ,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,0,0,70,122,96,BWX Technologies,TN,171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,M
266,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,-1,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,1,200,250,225,CA-One Tech Clou,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
267,Data Engineer,$70K-$132K (Glassdoor est.),3.2,"PennyMac
3.2","Agoura Hills, CA","Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,70,132,101,PennyMac,CA,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,na
268,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",0,0,73,124,98.5,Plymouth Rock Assurance,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
269,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),3.9,"Vermeer
3.9","Pella, IA","Pella, IA",1001 - 5000 ,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",0,0,54,101,77.5,Vermeer,IA,73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
270,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,117,206,161.5,Takeda Pharmaceuticals,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
271,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,43,70,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
272,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,111,183,147,Argo Group US,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,na
273,Data Scientist,$68K-$112K (Glassdoor est.),3.5,"L&T Infotech
3.5","San Ramon, CA","Mumbai, India",10000+ ,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",0,0,68,112,90,L&T Infotech,CA,24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,data scientist,na,na
274,Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,"OceanFirst Financial
4.3","Red Bank, NJ","Toms River, NJ",501 - 1000 ,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,0,0,42,74,58,OceanFirst Financial,NJ,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
275,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,44,78,61,Associated Electric Cooperative,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
276,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,159,120,Software Engineering Institute,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P
277,Data Scientist,$95K-$161K (Glassdoor est.),3.6,"Sotheby's
3.6","New York, NY","New York, NY",1001 - 5000 ,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1,0,0,95,161,128,Sotheby's,NY,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
278,Data Scientist,$75K-$124K (Glassdoor est.),3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA",1001 - 5000 ,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0,0,75,124,99.5,First Tech Federal Credit Union,OR,69,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,data scientist,na,na
279,Data Scientist,$72K-$120K (Glassdoor est.),3.6,"Amrock
3.6","Detroit, MI","Detroit, MI",1001 - 5000 ,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1,0,0,72,120,96,Amrock,MI,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
280,Data Scientist,$76K-$126K (Glassdoor est.),2.3,"Vanda Pharmaceuticals
2.3","Washington, DC","Washington, DC",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,76,126,101,Vanda Pharmaceuticals,DC,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
281,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,114,182,148,Zest AI,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
282,"Data Scientist, Senior",$108K-$176K (Glassdoor est.),4,"Novetta
4.0","Fort Belvoir, VA","Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,108,176,142,Novetta,VA,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,na
283,Senior Data Scientist,$130K-$208K (Glassdoor est.),4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA",Jan-50,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,0,0,130,208,169,CK-12 Foundation,CA,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,data scientist,sr,M
284,"VP, Data Science",$83K-$166K (Glassdoor est.),3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,PennyMac,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
285,Radar Data Analyst,$42K-$76K (Glassdoor est.),4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76,59,DECISIVE ANALYTICS Corporation,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
286,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),4.2,"Opinion Dynamics
4.2","San Diego, CA","Waltham, MA",51 - 200 ,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,37,68,52.5,Opinion Dynamics,CA,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
287,Data Engineer,$52K-$99K (Glassdoor est.),4.6,"Applied Information Sciences
4.6","Houston, TX","Reston, VA",501 - 1000 ,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,52,99,75.5,Applied Information Sciences,TX,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,na
288,Senior Data Scientist,$105K-$173K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,105,173,139,Swiss Re,NY,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
289,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71,134,102.5,Takeda Pharmaceuticals,MA,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,data engineer,na,na
290,Staff Scientist,$39K-$82K (Glassdoor est.),4.4,"WK Dickson
4.4","Columbia, SC","Charlotte, NC",201 - 500 ,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",0,0,39,82,60.5,WK Dickson,SC,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
291,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,114,179,146.5,The Hanover Insurance Group,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
292,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,88,162,125,Genentech,CA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
293,Sr. Data Analyst,$60K-$102K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,60,102,81,MassMutual,MA,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
294,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,100,166,133,Tempus Labs,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P
295,Program/Data Analyst,$55K-$99K (Glassdoor est.),3.4,"General Dynamics Information Technology
3.4","Washington, DC","Fairfax, VA",10000+ ,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,99,77,General Dynamics Information Technology,DC,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,M
296,Data Engineer,$67K-$117K (Glassdoor est.),4.1,"ManTech
4.1","Herndon, VA","Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,67,117,92,ManTech,VA,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150,121,Novartis,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
298,"Principal Data Engineer, Data Platform & Insights",$116K-$209K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,209,162.5,Autodesk,CA,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,38,82,60,Southwest Research Institute,TX,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
300,Data Operations Lead,Employer Provided Salary:$85K-$90K,-1,Muso,"San Francisco, CA","San Francisco, CA",201 - 500 ,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,0,1,85,90,87.5,Mus,CA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,sr,M
301,Big Data Engineer,$62K-$119K (Glassdoor est.),4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,62,119,90.5,SpringML,IN,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
302,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,Novartis,MA,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,na,na
303,Data Scientist,$93K-$149K (Glassdoor est.),3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121,Juniper Networks,CA,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,data scientist,na,M
